季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-4.05,0.01,0.42,0.11
2020Q4,-4.08,0.07,0.97,0.26
2020Q3,-4.18,0.05,1.03,0.29
2020Q2,-4.31,0.01,0.17,0.05
2020Q1,-4.33,0.02,0.23,0.07
2019Q4,-4.38,0.1,1.17,0.33
2019Q3,-4.57,0.0,-0.14,-0.04
2019Q2,-4.54,0.02,0.05,0.02
2019Q1,-4.58,0.0,-0.12,-0.04
2018Q4,-4.58,-1.92,-19.53,-7.66
2018Q3,0.22,-0.31,-2.88,-1.44
2018Q2,0.96,0.04,0.36,0.19
2018Q1,0.85,0.03,0.1,0.05
2017Q4,0.79,0.02,0.2,0.11
2017Q3,0.76,-0.03,-0.39,-0.21
2017Q2,0.83,-0.06,-0.65,-0.34
2017Q1,1.68,0.11,0.96,0.5
2016Q4,1.43,0.07,0.51,0.26
2016Q3,1.35,0.09,0.76,0.37
2016Q2,1.12,0.14,1.21,0.59
2016Q1,1.5,0.16,1.43,0.69
2015Q4,1.11,-0.02,-0.06,-0.03
2015Q3,1.23,0.21,2.01,1.05
2015Q2,0.72,0.09,0.93,0.48
2015Q1,0.35,0.21,2.2,1.1
2014Q4,-0.16,0.47,4.54,2.19
2014Q3,-1.18,0.45,4.59,2.22
2014Q2,-2.27,0.26,2.64,1.21
