季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,20.43,0.9,1.69,0.7
2020Q4,24.07,1.3,2.63,1.12
2020Q3,23.01,2.9,5.37,2.26
2020Q2,20.67,1.01,1.92,0.8
2020Q1,19.85,0.51,1.0,0.42
2019Q4,23.77,-1.04,-2.1,-0.93
2019Q3,24.62,3.38,6.2,2.77
2019Q2,21.89,3.13,5.81,2.64
2019Q1,23.65,0.78,1.53,0.71
2018Q4,23.01,0.82,1.58,0.73
2018Q3,22.35,2.98,5.89,2.68
2018Q2,19.94,2.71,5.21,2.42
2018Q1,21.79,0.71,1.3,0.62
2017Q4,21.21,1.14,2.21,1.04
2017Q3,20.37,2.67,5.38,2.52
2017Q2,18.2,2.67,5.35,2.73
2017Q1,19.89,0.62,1.22,0.77
2016Q4,19.39,2.79,5.48,3.88
2016Q3,17.16,2.08,4.5,3.06
2016Q2,15.47,2.78,5.99,4.19
2016Q1,16.86,1.36,2.92,2.13
2015Q4,15.77,1.84,3.98,2.72
2015Q3,14.31,3.66,8.59,5.26
2015Q2,11.35,1.55,3.7,2.27
2015Q1,13.53,0.4,0.85,0.56
2014Q4,13.21,1.99,4.59,2.94
2014Q3,11.62,2.01,5.12,3.17
2014Q2,10.0,0.7,1.67,1.07
