季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-0.7,0.04,0.52,0.37
2020Q4,-0.31,0.02,0.25,0.18
2020Q3,-0.32,0.1,1.34,0.87
2020Q2,-0.35,0.0,0.07,0.04
2020Q1,-0.35,0.07,1.11,0.65
2019Q4,-0.38,0.08,1.31,0.73
2019Q3,-1.82,0.1,2.22,1.25
2019Q2,-1.87,0.11,2.62,1.52
2019Q1,-1.92,0.05,1.16,0.61
2018Q4,-1.94,0.05,1.39,0.65
2018Q3,-1.97,0.29,7.8,3.77
2018Q2,-2.11,0.65,19.86,10.87
2018Q1,-2.43,0.08,2.72,1.66
2017Q4,-3.5,-0.31,-7.24,-4.06
2017Q3,-3.39,-0.43,-10.16,-4.73
2017Q2,-1.96,1.17,38.42,11.88
2017Q1,-2.29,-0.13,-4.35,-1.02
2016Q4,-2.26,-0.33,-12.86,-2.88
2016Q3,-2.21,-3.69,-78.25,-23.98
2016Q2,-4.03,-0.67,-18.67,-7.5
2016Q1,-3.64,-0.25,-6.29,-2.66
2015Q4,-3.5,-1.41,-29.18,-15.01
2015Q3,-2.68,-0.62,-10.66,-6.41
2015Q2,-2.32,-0.23,-4.08,-2.45
2015Q1,-2.19,-0.24,-4.18,-2.91
2014Q4,-2.05,-0.14,-2.63,-2.18
2014Q3,-1.99,-0.23,-3.78,-3.09
2014Q2,-1.86,-0.1,-1.84,-1.48
