季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-2.93,-0.24,-4.4,-0.84
2020Q4,-2.6,-0.36,-5.25,-1.28
2020Q3,-2.13,-0.04,-2.07,-0.59
2020Q2,-2.08,0.88,7.63,2.24
2020Q1,-3.2,-0.37,-6.53,-1.75
2019Q4,-2.74,-0.05,0.44,0.11
2019Q3,-2.71,-0.25,-2.75,-0.68
2019Q2,-2.44,-0.34,-3.39,-0.85
2019Q1,-2.08,-0.34,-3.52,-1.11
2018Q4,-1.72,-0.39,-3.5,-1.48
2018Q3,-1.28,-0.33,-2.96,-1.28
2018Q2,-0.93,-0.29,-2.52,-1.1
2018Q1,-0.63,1.07,10.42,3.88
2017Q4,-2.64,0.45,6.36,2.06
2017Q3,-3.14,-0.38,-4.55,-1.49
2017Q2,-2.73,0.01,0.23,0.08
2017Q1,-2.73,-0.43,-4.84,-1.53
2016Q4,-2.28,-0.3,-3.15,-1.09
2016Q3,-1.94,-0.39,-4.12,-1.63
2016Q2,-1.53,1.8,20.21,7.15
2016Q1,-3.44,-0.4,-4.9,-1.64
2015Q4,-3.01,-0.75,-8.4,-2.59
2015Q3,-2.43,-0.59,-6.74,-1.84
2015Q2,-1.98,-0.58,-6.15,-1.82
2015Q1,-1.54,-0.97,-9.44,-3.17
2014Q4,-0.79,-0.57,-5.54,-2.22
2014Q3,-0.36,-0.53,-4.64,-2.46
2014Q2,0.048,-0.27,-2.36,-1.44
