季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.48,0.25,0.89,0.67
2020Q4,0.36,0.13,-0.04,-0.03
2020Q3,0.3,0.03,-0.14,-0.1
2020Q2,0.3,0.0,-0.14,-0.1
2020Q1,0.28,0.11,0.41,0.31
2019Q4,0.24,-0.01,0.05,0.03
2019Q3,0.25,0.0,-0.02,-0.02
2019Q2,0.26,-0.02,0.38,0.28
2019Q1,0.45,0.18,1.16,0.87
2018Q4,0.39,0.14,0.68,0.51
2018Q3,0.33,0.08,0.31,0.23
2018Q2,0.32,0.08,0.46,0.35
2018Q1,0.21,0.19,1.26,0.96
2017Q4,0.052,0.02,0.08,0.06
2017Q3,0.047,-0.05,-0.06,-0.04
2017Q2,0.078,-0.06,-0.19,-0.14
2017Q1,0.12,-0.03,0.28,0.21
2016Q4,0.14,-0.08,-0.69,-0.51
2016Q3,0.18,-0.06,-0.08,-0.06
2016Q2,0.21,-0.09,-0.54,-0.39
2016Q1,0.46,0.04,0.14,0.11
2015Q4,0.44,0.06,-0.34,-0.25
2015Q3,0.41,0.1,0.18,0.13
2015Q2,0.36,0.12,0.61,0.44
2015Q1,0.66,0.19,0.43,0.32
2014Q4,0.56,-0.02,-0.69,-0.5
2014Q3,0.59,0.19,0.25,0.18
2014Q2,0.49,0.26,0.72,0.52
