季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,11.02,0.69,3.13,1.74
2020Q4,10.11,0.68,3.12,1.69
2020Q3,9.24,0.93,4.49,2.35
2020Q2,8.04,0.8,4.07,2.08
2020Q1,7.65,0.36,1.79,0.91
2019Q4,7.18,0.07,0.22,0.11
2019Q3,7.09,0.24,1.16,0.59
2019Q2,6.78,0.38,1.88,1.0
2019Q1,8.75,0.13,0.51,0.3
2018Q4,8.58,0.67,3.16,2.0
2018Q3,7.76,1.08,5.56,3.53
2018Q2,6.43,0.72,3.66,2.32
2018Q1,7.38,0.73,3.67,2.36
2017Q4,6.49,0.64,3.27,2.07
2017Q3,5.7,0.81,4.44,2.72
2017Q2,4.7,0.33,1.77,1.11
2017Q1,5.78,0.57,3.08,1.99
2016Q4,5.08,0.69,3.68,2.29
2016Q3,4.24,1.12,6.79,4.01
2016Q2,2.86,0.32,1.8,1.05
2016Q1,3.66,-0.37,-2.27,-1.33
2015Q4,4.09,0.09,0.3,0.17
2015Q3,4.0,0.48,3.01,1.66
2015Q2,3.4,0.28,1.29,0.73
2015Q1,4.85,0.49,2.56,1.52
2014Q4,4.28,0.82,4.55,2.78
2014Q3,3.33,0.79,4.75,2.97
2014Q2,2.41,0.35,2.11,1.35
