季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,73.65,1.4,2.33,1.14
2020Q4,71.14,1.93,3.22,1.51
2020Q3,67.65,2.19,4.0,1.79
2020Q2,63.72,1.16,2.09,0.92
2020Q1,67.04,0.36,0.53,0.24
2019Q4,66.38,0.9,1.6,0.72
2019Q3,64.76,1.32,2.38,1.05
2019Q2,62.38,1.2,1.99,0.89
2019Q1,69.23,1.76,2.97,1.59
2018Q4,66.02,1.62,2.83,1.81
2018Q3,63.11,1.99,3.37,2.08
2018Q2,59.53,2.88,5.07,3.14
2018Q1,64.2,2.78,4.97,3.15
2017Q4,59.2,3.55,6.1,3.83
2017Q3,53.41,3.36,6.71,4.15
2017Q2,47.36,2.92,5.54,3.55
2017Q1,50.0,3.22,5.48,3.61
2016Q4,45.23,3.4,6.2,4.02
2016Q3,40.19,3.34,6.2,4.0
2016Q2,35.24,2.64,4.77,3.06
2016Q1,35.74,2.62,4.82,3.07
2015Q4,32.05,2.48,4.72,2.95
2015Q3,28.54,2.93,5.86,3.69
2015Q2,24.41,1.32,2.82,1.83
2015Q1,24.24,1.34,2.81,1.89
2014Q4,22.35,1.5,3.24,2.24
2014Q3,20.23,0.88,2.1,1.46
2014Q2,18.99,0.06,0.21,0.15
