季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,5.65,0.35,2.4,1.86
2020Q4,5.19,0.14,1.03,0.76
2020Q3,4.98,0.36,2.68,1.9
2020Q2,4.5,0.51,3.81,2.66
2020Q1,4.64,0.27,2.07,1.48
2019Q4,4.28,0.02,0.16,0.12
2019Q3,4.2,0.2,1.56,1.04
2019Q2,3.93,0.22,1.69,1.11
2019Q1,4.04,0.31,2.4,1.6
2018Q4,3.62,-0.07,-0.53,-0.3
2018Q3,3.71,0.24,1.82,1.21
2018Q2,3.39,0.19,1.43,0.94
2018Q1,3.94,0.21,1.59,1.06
2017Q4,2.21,0.07,0.52,0.37
2017Q3,2.14,0.27,2.08,1.41
2017Q2,1.78,0.15,1.14,0.77
2017Q1,2.32,0.16,1.23,0.86
2016Q4,2.1,0.21,1.63,1.11
2016Q3,1.81,0.26,2.01,1.38
2016Q2,1.46,0.11,0.84,0.58
2016Q1,1.98,0.1,0.79,0.56
2015Q4,1.85,0.17,1.31,0.92
2015Q3,1.65,0.11,0.84,0.6
2015Q2,1.51,0.09,0.68,0.49
