季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.98,0.01,0.1,0.03
2020Q4,0.97,-0.18,-1.49,-0.55
2020Q3,1.04,0.51,4.33,1.54
2020Q2,0.84,0.93,8.39,3.02
2020Q1,0.48,0.17,1.61,0.64
2019Q4,0.42,0.24,2.46,0.98
2019Q3,0.3,0.08,0.81,0.33
2019Q2,0.27,-0.13,-1.2,-0.48
2019Q1,0.32,-0.13,-1.24,-0.5
2018Q4,0.37,0.14,1.37,0.57
2018Q3,0.32,0.05,0.45,0.19
2018Q2,0.3,-0.01,-0.04,-0.02
2018Q1,0.3,-0.12,-1.16,-0.51
2017Q4,0.35,0.21,2.06,0.79
2017Q3,0.26,0.23,2.28,0.88
2017Q2,0.17,0.04,0.36,0.17
2017Q1,0.16,-0.25,-2.48,-1.2
2016Q4,0.26,-0.17,-1.55,-0.75
2016Q3,0.32,-0.18,-1.67,-0.85
2016Q2,0.39,-0.02,-0.16,-0.08
2016Q1,0.4,-0.35,-3.08,-1.66
2015Q4,0.53,-0.22,-1.83,-1.02
2015Q3,0.58,0.12,1.05,0.59
2015Q2,0.53,-0.02,-0.2,-0.12
2015Q1,0.54,-0.34,-2.86,-1.82
2014Q4,0.67,-0.04,-0.31,-0.18
2014Q3,0.69,-0.02,-0.16,-0.08
2014Q2,0.7,-0.01,-0.03,-0.02
