季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.2,-0.64,-3.17,-1.68
2020Q4,0.36,-0.63,-3.15,-1.6
2020Q3,0.52,-0.25,-1.54,-0.78
2020Q2,0.58,0.25,1.57,0.72
2020Q1,0.86,1.13,6.48,2.91
2019Q4,0.58,0.12,0.98,0.46
2019Q3,0.54,0.19,0.97,0.44
2019Q2,0.5,0.41,2.42,1.14
2019Q1,0.82,0.81,3.89,1.81
2018Q4,0.62,0.09,0.48,0.2
2018Q3,0.6,0.51,3.03,1.25
2018Q2,0.47,0.69,3.79,1.62
2018Q1,0.49,0.75,4.25,1.83
2017Q4,0.32,0.18,0.95,0.43
2017Q3,0.28,0.16,0.86,0.42
2017Q2,0.25,0.13,0.61,0.31
2017Q1,0.69,0.48,2.26,1.21
2016Q4,0.59,0.76,4.11,2.05
2016Q3,0.46,0.36,2.7,1.23
2016Q2,0.39,0.34,2.39,1.07
2016Q1,0.72,1.49,10.56,4.82
2015Q4,0.46,0.87,5.97,2.85
2015Q3,0.33,0.55,4.32,2.18
2015Q2,0.24,0.5,4.16,2.12
2015Q1,0.44,0.84,6.3,3.13
2014Q4,0.32,2.43,18.52,8.75
2014Q2,0.12,0.55,,
