季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,19.74,3.21,4.96,3.45
2020Q4,20.99,4.02,6.31,4.57
2020Q3,18.18,2.9,4.82,3.55
2020Q2,16.15,2.0,3.47,2.58
2020Q1,14.75,1.3,2.27,1.72
2019Q4,15.59,2.84,5.46,3.38
2019Q3,13.81,1.8,4.73,2.12
2019Q2,12.73,1.45,4.12,1.68
2019Q1,12.76,1.72,5.02,2.18
2018Q4,11.73,2.52,7.83,3.56
2018Q3,10.22,3.0,10.19,4.27
2018Q2,8.42,2.01,7.17,2.96
2017Q4,6.32,5.05,20.64,10.41
2017Q2,4.62,3.0,,
2016Q4,3.89,,,
2016Q2,2.75,,,
2015Q4,2.02,,,
2015Q2,1.32,,,
2014Q4,0.75,,,
2014Q2,0.22,,,
2013Q4,0.061,22.01,53.73,3.2
