季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,95.19,-0.24,-1.04,-0.51
2020Q4,97.05,-0.93,-3.87,-1.94
2020Q3,104.2,-0.49,-1.99,-1.01
2020Q2,107.9,-0.73,-2.89,-1.49
2020Q1,113.5,-0.25,-0.94,-0.49
2019Q4,115.4,0.23,0.87,0.46
2019Q3,113.7,0.05,0.19,0.1
2019Q2,113.3,0.01,0.03,0.02
2019Q1,113.2,0.11,0.43,0.23
2018Q4,112.4,0.44,1.75,0.92
2018Q3,109.2,-0.1,-0.39,-0.2
2018Q2,109.9,0.17,0.68,0.36
2018Q1,108.6,0.03,0.12,0.06
2017Q4,108.4,0.33,1.35,0.71
2017Q3,105.9,-0.11,-0.48,-0.25
2017Q2,106.8,0.38,1.56,0.82
2017Q1,103.9,0.04,0.16,0.09
2016Q4,103.7,0.11,0.42,0.23
2016Q3,102.9,-0.19,-0.8,-0.45
2016Q2,104.3,0.4,1.59,0.91
2016Q1,103.3,0.04,0.17,0.1
2015Q4,103.2,2.58,10.82,6.07
2015Q3,85.19,0.28,1.25,0.69
2015Q2,83.21,0.3,1.23,0.68
2015Q1,89.04,-0.23,-0.95,-0.53
2014Q4,90.52,8.43,41.96,21.94
2014Q3,35.44,-0.22,-1.37,-0.65
2014Q2,36.87,-0.1,-0.59,-0.29
