季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,83.15,1.32,4.5,2.66
2020Q4,73.56,0.95,3.36,1.98
2020Q3,67.11,0.58,2.14,1.21
2020Q2,62.88,0.75,2.73,1.48
2020Q1,70.52,0.98,3.57,1.97
2019Q4,63.39,0.73,2.73,1.54
2019Q3,57.91,0.81,3.1,1.72
2019Q2,54.53,1.75,6.89,3.79
2019Q1,52.98,0.27,1.06,0.58
2018Q4,51.05,0.64,2.9,1.55
2018Q3,46.36,0.56,2.44,1.36
2018Q2,41.96,0.15,0.67,0.39
2018Q1,43.29,0.03,0.12,0.07
2017Q4,42.38,0.19,0.89,0.49
2017Q3,40.32,0.19,0.9,0.47
2017Q2,38.7,0.38,1.77,0.93
2017Q1,38.05,2.82,13.73,7.28
2016Q4,14.25,0.71,4.34,2.38
2016Q3,58.99,0.3,0.7,0.4
2016Q2,56.44,0.37,0.21,0.12
2016Q1,71.22,0.4,1.21,0.76
2015Q4,67.73,0.5,0.73,0.46
2015Q3,67.48,0.65,3.13,1.83
2015Q2,61.64,0.58,2.56,1.5
2015Q1,79.36,0.82,3.46,2.1
2014Q4,72.29,1.17,5.26,3.19
2014Q3,62.28,1.08,5.18,3.16
2014Q2,52.93,0.58,2.76,1.72
