季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.12,0.5,1.32,0.84
2020Q4,4.08,-0.69,-1.85,-1.2
2020Q3,4.5,-0.57,-1.46,-0.97
2020Q2,4.84,1.19,3.18,2.1
2020Q1,4.1,-0.53,-1.45,-0.96
2019Q4,4.44,-2.18,-5.63,-3.83
2019Q3,5.83,-1.95,-4.77,-3.29
2019Q2,7.06,-2.4,-5.54,-3.78
2019Q1,8.58,-0.36,-0.8,-0.54
2018Q4,8.8,-0.41,-1.18,-0.75
2018Q3,9.14,0.14,0.36,0.24
2018Q2,9.03,-0.05,-0.15,-0.11
2018Q1,9.53,-0.26,-0.76,-0.57
2017Q4,9.38,-0.02,-0.05,-0.04
2017Q3,9.39,0.16,0.44,0.33
2017Q2,9.24,0.57,1.63,1.22
2017Q1,9.18,0.09,0.26,0.19
2016Q4,9.09,0.18,0.51,0.37
2016Q3,8.85,-0.41,-1.16,-0.83
2016Q2,9.23,0.04,0.11,0.08
2016Q1,11.28,1.22,3.21,2.23
2015Q4,10.17,1.41,3.43,2.17
2015Q3,9.05,2.8,8.25,4.8
2015Q2,6.9,1.32,3.96,2.34
2015Q1,7.58,-0.22,-0.73,-0.45
2014Q4,7.75,1.81,5.47,3.38
2014Q3,6.43,1.04,3.13,1.81
2014Q2,5.63,-0.11,-0.45,-0.26
