季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,2.59,-0.49,-2.15,-0.49
2020Q4,3.01,-0.63,-2.65,-0.64
2020Q3,3.51,0.96,3.69,0.9
2020Q2,2.7,-0.13,-0.68,-0.17
2020Q1,3.91,-0.54,-1.85,-0.51
2019Q4,4.31,-1.49,-4.17,-1.29
2019Q3,5.44,-0.91,-2.49,-0.8
2019Q2,6.11,-0.81,-2.22,-0.71
2019Q1,8.17,-0.97,-2.81,-0.9
2018Q4,9.69,-0.72,-1.66,-0.54
2018Q3,10.25,-1.23,-3.43,-1.09
2018Q2,11.17,0.47,1.17,0.39
2018Q1,13.96,0.13,0.33,0.11
2017Q4,13.86,1.0,2.42,0.83
2017Q3,13.13,2.61,6.95,2.29
2017Q2,11.18,3.64,10.33,3.8
2017Q1,10.83,2.26,6.61,3.08
2016Q4,9.15,2.12,6.49,3.16
2016Q3,7.56,2.15,7.02,3.25
2016Q2,5.97,1.61,5.32,2.49
2016Q1,6.42,1.28,4.23,2.12
2015Q4,5.47,0.68,2.12,1.0
2015Q3,5.03,0.81,2.9,1.25
2015Q2,4.49,1.47,5.65,2.68
2015Q1,4.84,1.31,5.13,2.69
2014Q4,3.97,0.9,3.46,1.86
2014Q3,3.4,1.23,5.4,3.04
2014Q2,2.58,1.15,5.24,3.06
