季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,5.64,0.84,2.1,1.37
2020Q4,5.35,2.59,6.99,4.57
2020Q3,4.48,1.52,4.42,2.82
2020Q2,3.97,1.98,5.63,3.78
2020Q1,4.83,0.42,1.06,0.74
2019Q4,4.69,1.77,4.82,3.26
2019Q3,4.09,1.86,5.21,3.45
2019Q2,3.46,1.89,5.18,3.48
2019Q1,4.11,1.28,3.55,2.47
2018Q4,3.67,1.44,3.91,2.71
2018Q3,3.23,2.13,6.85,4.43
2018Q2,2.58,1.77,6.64,4.03
2018Q1,2.94,1.69,6.38,3.77
2017Q4,2.44,1.98,8.17,4.61
2017Q3,1.84,1.15,5.12,2.99
2017Q2,1.5,1.68,7.69,4.48
2016Q4,1.31,2.52,11.55,6.93
2015Q4,0.75,,,
