季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.34,0.32,0.92,0.45
2020Q4,4.1,1.48,4.28,2.06
2020Q3,2.99,1.08,3.17,1.48
2020Q2,2.17,1.47,4.38,1.96
2020Q1,1.05,-0.79,-2.35,-1.01
2019Q4,1.65,-0.43,-1.25,-0.5
2019Q3,1.99,-0.13,-0.37,-0.14
2019Q2,2.09,-0.55,-1.52,-0.6
2019Q1,2.5,0.16,0.43,0.2
2018Q4,3.16,0.53,1.47,0.86
2018Q3,2.74,0.2,0.57,0.34
2018Q2,2.59,0.32,0.92,0.52
2018Q1,2.58,-1.33,-3.83,-1.99
2017Q4,3.6,-1.57,-4.27,-2.18
2017Q3,4.83,0.2,0.53,0.28
2017Q2,4.67,0.67,1.69,1.03
2017Q1,7.22,1.08,2.57,1.71
2016Q4,6.4,1.28,2.81,1.85
2016Q3,5.52,1.32,3.06,1.95
2016Q2,4.63,1.01,2.48,1.44
2016Q1,4.42,1.56,3.87,2.02
2015Q4,3.38,1.0,2.54,1.29
2015Q3,2.75,0.44,1.16,0.62
2015Q2,2.46,1.23,3.39,1.92
2014Q4,1.64,8.16,6.97,3.28
