季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,24.58,0.05,0.12,0.04
2020Q4,24.47,0.96,2.28,0.79
2020Q3,22.58,-0.48,-1.17,-0.4
2020Q2,23.52,-0.46,-1.08,-0.38
2020Q1,28.73,-0.65,-1.44,-0.5
2019Q4,30.0,1.64,3.59,1.23
2019Q3,26.81,0.0,0.0,0.0
2019Q2,26.8,0.43,0.92,0.31
2019Q1,29.3,1.11,2.12,0.83
2018Q4,37.09,1.02,1.9,0.92
2018Q3,35.22,-0.09,-0.18,-0.09
2018Q2,35.39,0.89,1.6,0.8
2018Q1,36.04,0.89,1.64,0.76
2017Q4,34.81,2.25,4.3,1.95
2017Q3,30.71,-0.83,-1.66,-0.77
2017Q2,32.23,-0.07,-0.14,-0.06
2017Q1,34.18,0.52,1.02,0.45
2016Q4,33.22,1.64,3.25,1.44
2016Q3,30.14,-0.39,-0.76,-0.34
2016Q2,30.86,0.78,1.48,0.64
2016Q1,30.33,-0.39,-0.73,-0.31
2015Q4,31.7,1.05,1.95,0.82
2015Q3,30.03,-2.48,-4.56,-1.97
2015Q2,34.93,1.12,1.98,0.86
2015Q1,38.64,1.94,3.4,1.46
2014Q4,34.81,1.81,3.34,1.44
2014Q3,31.21,0.38,0.74,0.32
2014Q2,30.45,1.35,2.59,1.11
