季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-0.95,-0.08,-0.95,-0.15
2020Q4,-0.89,0.0,-0.2,-0.04
2020Q3,-0.88,0.78,6.82,1.34
2020Q2,-9.81,-0.38,-3.09,-0.55
2020Q1,-11.48,-0.26,-2.18,-0.41
2019Q4,-11.24,-2.04,-34.01,-7.56
2019Q3,-7.8,-0.31,-3.74,-0.98
2019Q2,-7.28,-0.36,-3.9,-1.08
2019Q1,-6.68,-0.33,-3.48,-1.41
2018Q4,-6.1,-0.38,-3.79,-2.74
2018Q3,-5.35,-0.05,-0.86,-0.61
2018Q2,-5.22,-0.33,-3.28,-2.26
2018Q1,-4.67,-0.33,-3.12,-2.04
2017Q4,-4.22,0.57,4.25,1.67
2017Q3,-4.91,-0.45,-3.77,-1.14
2017Q2,-4.16,-0.5,-3.97,-1.24
2017Q1,-3.31,-0.46,-3.39,-1.07
2016Q4,-2.55,-0.26,-1.75,-0.59
2016Q3,-2.11,-0.89,-6.17,-2.3
2016Q2,-0.61,-0.28,-2.07,-0.82
2016Q1,-0.14,0.59,3.16,1.36
2015Q4,-1.13,-0.53,-3.63,-1.68
2015Q3,-0.27,-0.02,-0.23,-0.11
2015Q2,-0.24,0.28,1.87,1.01
2015Q1,-0.7,-0.48,-3.43,-2.1
2014Q4,0.073,-0.5,-3.61,-2.51
2014Q3,0.88,0.29,2.06,1.51
2014Q2,0.42,-0.29,-2.18,-1.63
