季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.41,0.46,4.78,2.13
2020Q4,0.19,-0.37,-3.88,-1.83
2020Q3,0.36,4.53,58.09,25.88
2020Q2,-1.78,0.36,6.47,2.49
2020Q1,-1.95,-0.17,-3.08,-1.35
2019Q4,-1.87,-0.45,-7.65,-3.59
2019Q3,-1.67,-0.31,-4.91,-2.65
2019Q2,-1.52,-0.47,-6.93,-4.26
2019Q1,-1.3,-0.38,-5.33,-3.18
2018Q4,-1.11,-0.2,-2.63,-1.46
2018Q3,-1.02,-0.12,-1.63,-0.86
2018Q2,-0.96,-0.13,-1.64,-0.95
2018Q1,-0.9,-0.36,-4.37,-2.86
2017Q4,-0.77,-0.4,-4.65,-3.16
2017Q3,-0.59,-0.18,-2.03,-1.41
2017Q2,-0.51,-0.31,-3.51,-2.51
2017Q1,-1.03,-0.55,-5.92,-4.23
2016Q4,-0.76,-0.28,-2.82,-1.98
2016Q3,-0.62,-0.21,-2.09,-1.43
2016Q2,-0.52,-0.47,-4.44,-3.23
2016Q1,-0.9,-0.62,-5.53,-4.34
2015Q4,-0.6,-0.6,-5.02,-3.79
2015Q3,-0.34,0.01,0.08,0.06
2015Q2,-0.34,-0.39,-3.16,-2.31
2015Q1,-0.4,-0.32,-2.52,-1.87
2014Q4,-0.25,-0.27,-2.07,-1.5
2014Q3,-0.13,-0.15,-1.12,-0.82
2014Q2,-0.059,-0.56,-4.04,-3.06
