季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-0.66,-0.24,-2.58,-1.09
2020Q4,-0.52,-0.3,-3.17,-1.36
2020Q3,-0.35,-0.11,-1.12,-0.49
2020Q2,-0.28,0.17,1.6,0.7
2020Q1,-0.37,-0.22,-2.27,-0.99
2019Q4,-0.25,-0.13,-1.3,-0.58
2019Q3,-0.17,-0.22,-2.2,-0.97
2019Q2,-0.045,-0.24,-2.33,-1.02
2019Q1,0.092,-0.16,-1.54,-0.68
2018Q4,0.18,-1.55,-13.53,-6.23
2018Q3,1.07,-0.07,-0.51,-0.31
2018Q2,1.1,0.01,0.05,0.04
2018Q1,1.1,0.03,0.24,0.2
2017Q4,1.08,-0.2,-1.39,-1.09
2017Q3,1.18,0.21,1.72,1.29
2017Q2,1.06,-0.1,-0.81,-0.64
2017Q1,1.11,0.09,0.76,0.63
2016Q4,1.06,-0.07,-0.57,-0.45
2016Q3,1.1,0.12,1.01,0.79
2016Q2,1.03,0.13,1.04,0.84
2016Q1,1.47,0.1,0.73,0.59
2015Q4,1.42,-0.25,-1.91,-1.5
2015Q3,1.55,0.35,2.67,2.1
2015Q2,1.37,0.0,0.04,0.03
2015Q1,1.37,0.22,1.66,1.34
2014Q4,1.26,-0.13,-1.02,-0.81
2014Q3,1.33,0.29,2.24,1.76
2014Q2,1.18,-0.01,-0.04,-0.03
