季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,27.64,7.34,35.75,15.22
2020Q4,13.1,0.26,1.42,0.57
2020Q3,12.59,0.26,1.54,0.76
2020Q2,12.08,0.43,2.57,1.33
2020Q1,14.39,-0.03,-0.22,-0.12
2019Q4,14.45,0.75,4.1,2.33
2019Q3,12.96,0.5,2.87,1.66
2019Q2,11.97,0.54,3.14,1.85
2019Q1,12.6,0.33,1.93,1.16
2018Q4,11.95,0.24,1.33,0.79
2018Q3,11.47,0.45,2.75,1.6
2018Q2,10.57,0.07,0.46,0.28
2018Q1,13.01,0.1,0.53,0.33
2017Q4,12.81,0.4,2.45,1.49
2017Q3,11.91,0.44,2.62,1.63
2017Q2,10.98,0.36,2.34,1.56
2017Q1,10.14,0.37,2.43,1.63
2016Q4,9.25,0.54,3.51,2.28
2016Q3,7.88,0.38,2.57,1.62
2016Q2,6.99,0.29,1.97,1.29
2016Q1,8.91,0.28,1.81,1.2
2015Q4,8.25,0.39,2.49,1.58
2015Q3,7.47,0.63,4.42,2.75
2015Q2,5.96,0.05,0.38,0.24
2015Q1,8.23,0.14,0.91,0.6
2014Q4,7.89,-0.13,-0.85,-0.54
2014Q3,8.18,-0.4,-3.76,-2.33
2014Q2,9.12,-0.2,-1.01,-0.68
