季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.26,0.41,2.63,1.31
2020Q4,3.9,0.42,2.78,1.37
2020Q3,3.65,0.41,2.76,1.31
2020Q2,3.29,0.5,3.41,1.64
2020Q1,3.77,0.31,2.04,0.96
2019Q4,3.5,0.5,3.01,1.27
2019Q3,3.13,0.28,1.92,0.8
2019Q2,2.93,0.34,2.31,0.99
2019Q1,3.38,0.33,2.3,0.95
2018Q4,3.14,0.32,2.06,0.86
2018Q3,2.92,0.19,1.34,0.6
2018Q2,2.79,0.31,2.2,1.1
2018Q1,3.65,0.31,2.04,1.1
2017Q4,3.43,0.45,3.04,1.59
2017Q3,3.1,0.29,2.16,1.1
2017Q2,2.9,0.55,3.86,1.92
2017Q1,3.3,0.45,3.02,1.46
2016Q4,2.99,0.5,3.4,1.66
2016Q3,2.7,0.25,1.71,0.86
2016Q2,2.53,0.33,2.21,1.12
2016Q1,2.98,0.27,1.76,0.85
2015Q4,2.8,0.38,2.53,1.2
2015Q3,2.81,0.36,2.45,1.2
2015Q2,2.57,0.38,2.63,1.39
2015Q1,3.51,0.21,1.28,0.67
2014Q4,3.38,0.56,3.7,1.84
2014Q3,2.77,0.35,2.43,1.23
2014Q2,2.53,0.37,2.61,1.46
