季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,309.4,0.56,2.66,1.07
2020Q4,291.3,0.58,2.86,1.12
2020Q3,272.8,0.63,3.18,1.19
2020Q2,252.2,0.69,3.29,1.29
2020Q1,335.3,0.67,3.05,1.43
2019Q4,313.6,0.65,3.08,1.61
2019Q3,292.1,0.68,3.3,1.63
2019Q2,270.1,0.67,3.07,1.61
2019Q1,370.6,0.68,2.99,1.73
2018Q4,348.8,0.5,2.26,1.28
2018Q3,332.1,0.8,3.7,1.95
2018Q2,305.9,0.82,3.6,1.98
2018Q1,378.3,0.75,3.28,1.85
2017Q4,290.1,0.69,3.22,1.73
2017Q3,267.4,0.88,4.29,2.22
2017Q2,239.1,0.9,4.17,2.23
2017Q1,312.2,0.87,3.89,2.17
2016Q4,283.9,0.67,3.07,1.59
2016Q3,262.6,0.98,4.74,2.26
2016Q2,230.5,0.92,4.24,2.11
2016Q1,303.9,0.92,4.06,2.16
2015Q4,273.9,0.65,2.98,1.57
2015Q3,253.2,0.99,4.67,2.38
2015Q2,221.2,0.97,4.4,2.41
2015Q1,292.8,0.92,4.01,2.4
2014Q4,262.9,0.63,2.84,1.66
2014Q3,242.0,0.88,4.1,2.21
2014Q2,213.4,1.06,4.77,2.71
