季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-3.39,0.0,0.01,0.01
2020Q4,-3.39,0.76,11.97,5.26
2020Q3,-3.99,0.18,3.44,1.28
2020Q2,-4.14,0.12,2.24,0.87
2020Q1,-4.24,-0.15,-2.96,-1.19
2019Q4,-4.11,-0.16,-2.55,-1.0
2019Q3,-3.5,-0.9,-14.5,-5.28
2019Q2,-2.54,-1.14,-16.2,-6.05
2019Q1,-1.82,-0.56,-7.09,-2.76
2018Q4,-1.47,-0.65,-7.74,-3.06
2018Q3,-1.06,-0.14,-1.63,-0.64
2018Q2,-5.93,-0.49,-9.2,-3.66
2018Q1,-5.38,-0.37,-6.41,-2.53
2017Q4,-4.97,0.08,1.18,0.45
2017Q3,-5.05,0.32,3.14,1.18
2017Q2,-5.25,0.01,0.09,0.04
2017Q1,-5.26,-0.24,-4.11,-1.64
2016Q4,-4.99,-0.85,-13.34,-5.66
2016Q3,-4.03,-0.04,-0.63,-0.28
2016Q2,-3.99,-0.29,-4.07,-1.95
2016Q1,-3.66,-0.26,-3.42,-1.75
2015Q4,-3.36,-0.72,-8.84,-4.8
2015Q3,-2.55,-0.18,-2.08,-1.18
2015Q2,-2.35,-0.66,-7.39,-4.4
2015Q1,-4.82,-0.32,-3.37,-2.08
2014Q4,-4.47,-0.81,-8.1,-6.1
2014Q3,-3.56,0.02,0.22,0.2
2014Q2,-3.58,-0.78,-7.35,-6.65
