季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,126.5,1.48,2.94,1.55
2020Q4,119.0,1.69,3.21,1.61
2020Q3,110.1,2.44,4.76,2.31
2020Q2,97.74,1.7,3.4,1.65
2020Q1,98.07,0.41,0.66,0.33
2019Q4,96.04,1.32,2.39,1.16
2019Q3,91.46,2.96,5.04,2.33
2019Q2,77.86,1.1,1.72,0.82
2019Q1,78.21,0.75,1.36,0.64
2018Q4,74.82,0.77,1.17,0.52
2018Q3,71.24,1.86,2.63,1.29
2018Q2,62.86,0.6,0.88,0.42
2018Q1,63.76,0.31,0.8,0.33
2017Q4,62.34,0.76,2.03,0.81
2017Q3,59.0,0.72,2.06,0.8
2017Q2,55.74,0.14,0.49,0.19
2017Q1,57.82,0.28,0.54,0.21
2016Q4,56.57,0.76,2.36,0.9
2016Q3,53.22,0.92,2.61,1.0
2016Q2,49.11,0.36,1.03,0.4
2016Q1,48.36,0.06,0.29,0.11
2015Q4,48.09,0.1,-0.42,-0.15
2015Q3,47.64,0.62,1.49,0.53
2015Q2,44.87,0.16,0.63,0.22
2015Q1,46.85,-0.07,-0.86,-0.29
2014Q4,47.16,0.5,1.28,0.41
2014Q3,44.81,0.66,2.03,0.61
2014Q2,41.84,0.35,1.08,0.33
