季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.78,0.64,3.32,1.56
2020Q4,4.41,0.51,2.73,1.31
2020Q3,4.11,0.65,3.57,1.64
2020Q2,3.72,0.29,1.62,0.72
2020Q1,4.42,0.31,1.71,0.75
2019Q4,4.23,0.14,0.73,0.32
2019Q3,4.16,0.73,3.81,1.64
2019Q2,3.75,0.8,4.19,1.76
2019Q1,4.45,0.94,4.71,1.84
2018Q4,3.96,0.65,3.47,1.3
2018Q3,3.61,1.05,5.82,2.38
2018Q2,3.06,1.01,5.62,2.59
2018Q1,3.06,0.5,2.91,1.44
2017Q4,2.65,0.49,2.91,1.48
2017Q3,2.42,0.58,3.75,1.92
2017Q2,2.12,0.62,3.99,2.07
2017Q1,2.06,-0.28,-1.79,-0.95
2016Q4,2.2,0.56,3.62,1.87
2016Q3,1.92,0.17,1.1,0.55
2016Q2,1.83,-0.03,-0.21,-0.11
2016Q1,2.25,-0.27,-1.63,-0.89
2015Q4,2.38,0.01,0.05,0.03
2015Q3,2.38,0.91,5.62,3.05
2015Q2,1.93,0.03,0.22,0.12
2015Q1,2.31,0.23,1.34,0.77
2014Q4,2.2,0.3,1.82,1.04
2014Q3,2.03,0.42,2.54,1.48
2014Q2,1.83,0.06,0.37,0.22
