季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.32,-0.62,-2.6,-1.58
2020Q4,4.55,0.35,1.46,0.88
2020Q3,4.42,0.47,2.03,1.11
2020Q2,4.25,0.99,4.35,2.21
2020Q1,4.07,-0.39,-1.68,-0.85
2019Q4,4.21,0.57,2.43,1.22
2019Q3,4.0,0.1,0.43,0.21
2019Q2,3.96,0.45,1.85,0.88
2019Q1,4.17,-0.27,-1.11,-0.52
2018Q4,4.27,-0.67,-2.66,-1.2
2018Q3,4.51,0.61,2.48,1.13
2018Q2,4.52,1.16,4.66,2.23
2018Q1,4.46,2.2,9.23,4.47
2017Q4,3.64,1.31,6.07,2.98
2017Q3,3.16,1.24,6.16,3.05
2017Q2,2.7,1.09,5.85,3.08
2017Q1,2.37,-0.06,-0.34,-0.2
2016Q4,2.39,0.35,1.77,1.06
2016Q3,2.27,1.5,8.08,4.91
2016Q2,1.71,-0.16,-0.83,-0.55
2016Q1,1.97,0.04,0.21,0.13
2015Q4,1.95,0.43,2.41,1.35
2015Q3,1.81,0.67,3.91,2.14
2015Q2,1.59,1.71,10.76,5.92
2015Q1,1.13,-0.2,-1.28,-0.79
2014Q4,1.19,1.88,12.03,7.74
2014Q1,0.57,1.71,,
