季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,530.0,10.17,7.03,2.69
2020Q4,479.7,7.88,5.44,2.04
2020Q3,443.4,7.84,5.57,2.0
2020Q2,407.2,7.35,6.27,2.3
2020Q1,374.2,5.51,5.33,2.33
2019Q4,414.8,2.31,2.14,0.94
2019Q3,407.0,4.75,4.7,1.81
2019Q2,387.2,3.27,2.59,1.12
2019Q1,560.1,6.04,4.19,2.05
2018Q4,531.5,10.15,7.68,3.62
2018Q3,484.4,34.35,27.64,12.25
2018Q2,338.4,25.7,26.04,11.48
2018Q1,287.8,10.14,12.77,5.85
2017Q4,243.7,6.89,10.24,4.39
2017Q3,214.1,4.23,6.99,2.83
2017Q2,199.1,1.89,5.07,2.12
2017Q1,199.7,1.46,3.3,1.46
2016Q4,202.5,2.31,5.57,2.5
2016Q3,189.5,1.6,3.78,1.75
2016Q2,180.7,1.44,3.86,1.93
2016Q1,183.6,1.25,3.24,1.71
2015Q4,177.3,1.13,2.98,1.53
2015Q3,172.8,1.86,4.98,2.43
2015Q2,166.7,1.07,2.89,1.42
2015Q1,168.4,1.4,3.62,1.81
2014Q4,159.1,0.47,3.16,1.45
2014Q3,151.2,0.69,3.78,1.93
2014Q2,139.4,0.43,2.47,1.48
