季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,6.17,1.19,4.56,3.27
2020Q4,5.73,2.01,8.07,5.91
2020Q3,5.01,0.72,3.02,2.14
2020Q2,4.75,1.52,6.52,4.45
2020Q1,4.79,0.62,2.75,1.99
2019Q4,4.56,0.63,2.75,2.02
2019Q3,4.35,0.08,0.35,0.24
2019Q2,4.32,0.93,4.07,2.74
2019Q1,4.46,0.47,2.05,1.51
2018Q4,4.29,0.59,2.57,1.98
2018Q3,4.05,0.51,2.33,1.68
2018Q2,3.86,0.74,3.34,2.44
2018Q1,3.79,-0.21,-1.05,-0.85
2017Q4,3.82,0.03,0.08,0.07
2017Q3,3.83,0.12,0.59,0.47
2017Q2,3.79,0.48,1.95,1.51
2017Q1,4.28,0.04,0.29,0.23
2016Q4,4.26,0.13,0.53,0.42
2016Q3,4.22,0.51,2.31,1.71
2016Q2,4.03,0.73,2.88,2.15
2016Q1,4.64,0.66,2.74,2.16
2015Q4,4.4,1.31,5.87,4.54
2015Q3,3.97,0.67,3.13,2.37
2015Q2,3.73,0.27,1.12,0.85
2015Q1,4.25,0.42,1.57,1.22
2014Q4,4.1,0.68,2.89,2.24
2014Q3,3.85,0.85,3.74,2.74
2014Q2,3.54,-0.07,-0.25,-0.18
