季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,11.62,0.89,3.3,2.14
2020Q4,13.5,0.97,3.53,2.42
2020Q3,12.65,1.42,5.43,3.7
2020Q2,11.38,0.77,3.07,2.12
2020Q1,10.69,0.19,0.72,0.53
2019Q4,12.75,0.3,1.13,0.83
2019Q3,12.45,0.88,3.32,2.24
2019Q2,11.66,0.95,3.49,2.37
2019Q1,13.22,0.55,1.98,1.46
2018Q4,12.73,1.35,5.06,3.63
2018Q3,11.58,0.8,3.11,2.12
2018Q2,10.87,0.55,2.1,1.5
2018Q1,12.25,0.25,0.93,0.69
2017Q4,12.02,1.06,4.07,2.91
2017Q3,11.09,0.57,2.26,1.56
2017Q2,10.58,0.5,1.9,1.34
2017Q1,12.81,0.17,0.61,0.44
2016Q4,12.66,0.99,3.67,2.6
2016Q3,11.8,0.84,3.17,2.19
2016Q2,11.05,1.1,4.12,2.93
2016Q1,11.85,0.46,1.7,1.27
2015Q4,11.44,0.29,1.09,0.82
2015Q3,11.34,0.89,3.37,2.42
2015Q2,10.55,0.56,2.1,1.51
2015Q1,11.66,0.5,1.85,1.36
2014Q4,11.21,0.52,1.99,1.43
2014Q3,10.94,0.55,2.13,1.5
2014Q2,10.45,0.5,1.92,1.35
