季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-0.39,-0.13,-1.34,-0.46
2020Q4,-0.35,-0.32,-1.96,-0.72
2020Q3,-0.26,-0.26,-0.84,-0.34
2020Q2,-0.18,-0.25,-1.13,-0.54
2020Q1,-0.22,-0.09,-0.22,-0.12
2019Q4,-0.19,-0.07,0.58,0.33
2019Q3,-0.17,-0.18,-1.91,-1.08
2019Q2,-0.13,-0.19,-1.98,-1.19
2019Q1,-0.31,-0.17,-1.77,-1.11
2018Q4,-0.26,-0.48,-4.86,-3.11
2018Q3,-0.13,-0.23,-2.18,-1.42
2018Q2,-0.072,-0.12,-1.15,-0.75
2018Q1,-0.039,-0.05,-0.45,-0.29
2017Q4,-0.081,-0.05,-0.51,-0.33
2017Q3,-0.066,-0.24,-2.19,-1.7
2017Q2,-0.002,-0.06,-0.55,-0.53
2017Q1,0.013,-0.03,-0.3,-0.29
2016Q4,0.022,0.19,1.89,1.78
2016Q3,-0.032,-0.03,-0.09,-0.09
2016Q2,-0.024,-0.19,-3.92,-3.65
2016Q1,0.006,0.1,0.78,0.72
2015Q4,-0.02,0.05,0.32,0.29
2015Q3,-0.034,-0.29,-2.62,-2.22
2015Q2,0.043,-0.01,-0.03,-0.03
2015Q1,0.18,0.12,0.92,0.84
2014Q4,0.15,-0.12,-0.86,-0.78
2014Q3,0.18,-0.08,-1.2,-1.04
2014Q2,0.21,-0.29,-2.34,-2.06
