季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,52.4,0.48,1.77,1.17
2020Q4,50.51,0.42,1.62,1.05
2020Q3,49.02,0.73,3.03,1.92
2020Q2,46.22,0.81,3.31,2.13
2020Q1,50.3,0.34,1.33,0.88
2019Q4,49.0,0.51,1.94,1.28
2019Q3,47.31,0.62,2.52,1.64
2019Q2,44.78,0.67,2.55,1.69
2019Q1,49.82,0.34,1.32,0.91
2018Q4,48.54,0.38,1.46,1.02
2018Q3,47.21,0.71,2.7,1.87
2018Q2,44.55,0.7,2.59,1.78
2018Q1,49.4,0.39,1.44,1.02
2017Q4,44.29,0.47,1.9,1.33
2017Q3,42.59,0.72,2.95,2.01
2017Q2,39.85,0.82,3.16,2.23
2017Q1,44.38,0.44,1.65,1.18
2016Q4,42.7,0.44,1.79,1.21
2016Q3,41.53,0.72,3.11,1.98
2016Q2,38.77,0.79,3.35,2.12
2016Q1,43.44,0.6,2.45,1.58
2015Q4,41.16,0.49,2.11,1.35
2015Q3,40.08,0.87,3.74,2.35
2015Q2,36.77,0.85,3.5,2.22
2015Q1,40.81,0.6,2.49,1.58
2014Q4,38.52,0.4,1.67,1.04
2014Q3,37.63,0.99,4.37,2.7
2014Q2,33.84,0.62,2.76,1.69
