季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,37.58,1.13,3.6,1.97
2020Q4,35.08,0.63,2.2,1.16
2020Q3,33.77,0.67,2.49,1.28
2020Q2,32.29,0.57,2.18,1.09
2020Q1,31.03,1.37,5.52,2.59
2019Q4,28.06,-0.03,-0.14,-0.06
2019Q3,28.13,0.52,2.28,1.01
2019Q2,26.98,-0.1,-0.42,-0.19
2019Q1,27.2,0.14,0.57,0.26
2018Q4,26.89,-0.42,-1.7,-0.79
2018Q3,27.93,0.24,0.98,0.46
2018Q2,27.4,-0.33,-1.36,-0.63
2018Q1,28.13,0.18,0.78,0.35
2017Q4,25.7,-0.28,-1.28,-0.57
2017Q3,26.45,0.4,1.85,0.81
2017Q2,25.57,-0.18,-0.81,-0.35
2017Q1,25.95,-0.32,-1.44,-0.64
2016Q4,26.65,-0.32,-1.36,-0.62
2016Q3,27.82,0.15,0.68,0.31
2016Q2,27.47,0.07,0.3,0.14
2016Q1,27.33,0.02,0.07,0.03
2015Q4,27.29,-0.16,-0.69,-0.33
2015Q3,27.77,0.2,0.88,0.42
2015Q2,27.33,0.11,0.47,0.23
2015Q1,27.1,0.02,0.09,0.04
2014Q4,27.06,-0.25,-1.08,-0.56
2014Q3,27.69,-0.29,-1.29,-0.68
2014Q2,28.34,-0.13,-0.55,-0.3
