年度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA),現金股利
2020,3.32,4.05,21.21,13.93,3.5
2019,2.56,2.32,12.95,8.83,2.0
2018,2.25,1.74,10.18,7.42,1.5
2017,1.93,0.98,5.94,4.34,0.85
2016,1.68,-0.99,-5.71,-4.06,0.3
2015,2.4,1.14,6.28,4.13,0.85
2014,2.14,0.55,3.15,2.16,0.4
2013,2.17,0.73,4.01,2.43,0.55
