季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,113.9,0.75,3.6,1.66
2020Q4,116.2,0.4,1.92,1.01
2020Q3,112.8,0.74,3.6,1.7
2020Q2,106.0,0.53,2.51,1.23
2020Q1,104.9,-0.6,-2.87,-1.11
2019Q4,113.7,0.08,0.35,0.27
2019Q3,113.1,0.57,2.65,1.35
2019Q2,108.1,0.58,2.66,1.37
2019Q1,111.8,-0.07,-0.3,0.01
2018Q4,112.4,0.1,0.44,0.26
2018Q3,111.3,0.32,1.5,0.83
2018Q2,108.4,0.57,2.61,1.34
2018Q1,113.9,-0.2,-0.92,-0.28
2017Q4,115.3,-0.01,-0.06,0.12
2017Q3,115.6,0.15,0.64,0.39
2017Q2,114.3,0.01,0.03,0.02
2017Q1,131.8,0.23,0.97,0.59
2016Q4,129.7,0.96,3.89,2.13
2016Q3,121.3,0.85,3.53,1.92
2016Q2,113.8,1.01,4.09,2.2
2016Q1,125.7,0.75,2.93,1.66
2015Q4,119.3,0.91,3.74,2.07
2015Q3,111.8,1.48,6.14,3.31
2015Q2,99.1,1.03,4.29,2.29
