季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,9.44,0.87,3.74,1.08
2020Q4,8.78,0.57,2.54,0.78
2020Q3,8.36,0.34,1.52,0.52
2020Q2,8.1,1.02,4.61,1.74
2020Q1,8.09,0.68,3.14,1.17
2019Q4,7.57,0.15,0.68,0.24
2019Q3,7.48,0.63,2.98,0.98
2019Q2,7.0,0.55,2.59,0.85
2019Q1,7.73,0.36,1.66,0.54
2018Q4,7.45,0.82,3.93,1.18
2018Q3,6.83,0.66,3.26,0.97
2018Q2,6.33,0.98,4.95,1.67
2018Q1,6.42,0.27,1.35,0.55
2017Q4,6.22,0.59,3.07,1.28
2017Q3,5.78,0.55,2.94,1.05
2017Q2,5.35,0.21,1.12,0.4
2017Q1,5.95,0.58,3.05,1.12
2016Q4,5.51,0.18,0.93,0.32
2016Q3,5.39,0.18,-0.97,-0.32
2016Q2,5.52,0.54,2.82,0.84
2016Q1,5.87,1.23,6.53,1.95
2015Q4,4.94,0.59,3.31,1.16
2015Q3,4.52,0.54,3.08,1.28
2015Q2,4.11,0.38,2.19,1.02
2015Q1,4.51,0.33,1.87,0.97
2014Q4,4.26,0.44,2.58,1.38
2014Q3,3.95,0.34,2.05,1.1
2014Q2,3.69,0.4,2.45,1.38
