季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,23.87,0.72,2.17,0.92
2020Q4,28.56,0.98,2.85,1.23
2020Q3,25.57,1.01,3.21,1.37
2020Q2,22.75,0.89,2.75,1.22
2020Q1,20.27,0.36,1.17,0.55
2019Q4,25.71,0.83,2.49,1.16
2019Q3,23.58,0.85,2.62,1.21
2019Q2,21.23,0.83,2.71,1.36
2019Q1,28.71,0.7,2.25,1.16
2018Q4,26.75,1.22,3.84,1.88
2018Q3,23.33,2.3,7.73,3.74
2018Q2,16.9,1.41,4.89,2.52
2018Q1,16.31,0.5,1.75,0.94
2017Q4,14.91,0.62,2.17,1.09
2017Q3,13.18,0.64,2.32,1.13
2017Q2,11.38,0.51,1.84,0.94
2017Q1,14.17,0.3,1.04,0.53
2016Q4,13.32,0.57,2.03,1.02
2016Q3,11.62,0.6,2.1,1.1
2016Q2,9.84,0.25,0.86,0.48
2016Q1,15.04,0.15,0.51,0.28
2015Q4,14.59,0.23,0.77,0.41
2015Q3,13.88,1.58,5.52,2.85
2015Q2,8.92,0.07,0.26,0.13
2015Q1,9.66,0.11,0.39,0.19
2014Q4,9.3,0.23,0.87,0.43
2014Q3,8.54,0.24,0.87,0.44
2014Q2,7.79,0.16,0.6,0.3
