季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,56.3,-0.45,-2.89,-0.67
2020Q4,78.27,0.06,0.39,0.09
2020Q3,72.62,-0.37,-2.37,-0.53
2020Q2,90.69,-0.13,-0.95,-0.21
2020Q1,96.83,-0.25,-1.44,-0.31
2019Q4,121.2,0.16,1.29,0.27
2019Q3,118.1,0.26,2.0,0.41
2019Q2,105.4,0.01,0.38,0.08
2019Q1,142.5,0.41,2.88,0.71
2018Q4,123.4,0.13,0.89,0.26
2018Q3,121.7,0.6,4.12,1.19
2018Q2,95.28,0.46,3.24,0.91
2018Q1,105.4,0.34,2.49,0.7
2017Q4,86.72,0.09,0.63,0.18
2017Q3,90.43,1.08,7.57,2.16
2017Q2,45.16,0.39,3.08,0.85
2017Q1,49.64,-0.18,-0.99,-0.27
2016Q4,57.02,-0.29,-1.94,-0.55
2016Q3,79.19,0.58,4.25,1.25
2016Q2,55.65,0.32,2.44,0.7
2016Q1,74.15,0.28,2.16,0.61
2015Q4,63.47,0.12,0.88,0.25
2015Q3,67.26,0.6,4.49,1.31
2015Q2,44.05,0.42,3.29,0.94
2015Q1,27.52,0.55,4.66,1.21
2014Q4,7.39,-0.22,-1.44,-0.35
2014Q3,16.84,0.06,0.83,0.21
2014Q2,14.86,0.04,0.6,0.15
