季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,2.98,1.47,7.22,2.36
2020Q4,3.19,1.56,7.81,2.88
2020Q3,2.71,0.63,3.34,1.35
2020Q2,2.49,0.48,2.46,1.09
2020Q1,3.04,0.68,3.39,1.59
2019Q4,2.81,0.64,3.33,1.42
2019Q3,2.58,0.81,4.39,1.51
2019Q2,2.31,0.59,3.14,0.99
2019Q1,2.68,1.32,7.07,2.7
2018Q4,2.24,1.18,6.49,2.75
2018Q3,1.86,0.64,3.9,1.58
2018Q2,1.64,0.79,4.81,1.98
2018Q1,1.81,0.28,1.75,0.75
2017Q4,1.73,1.08,7.0,3.1
2017Q3,1.4,0.16,1.11,0.48
2017Q2,1.35,0.6,4.06,1.85
2017Q1,1.47,0.15,0.98,0.47
2016Q4,1.43,0.47,3.23,1.52
2016Q3,1.32,0.24,1.63,0.72
2016Q2,1.25,0.62,4.34,1.86
2015Q4,1.52,3.03,19.88,9.5
2015Q2,0.76,0.24,,
2014Q4,0.77,,,
2014Q2,0.34,,,
2013Q4,0.64,,,
2013Q2,0.49,,,
2012Q4,0.53,,,
