季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,279.1,1.49,4.05,1.74
2020Q4,257.1,1.4,3.88,1.66
2020Q3,237.0,1.09,3.21,1.37
2020Q2,221.0,0.99,3.05,1.32
2020Q1,222.7,0.26,0.49,0.21
2019Q4,218.8,0.74,2.3,0.99
2019Q3,208.2,0.87,2.81,1.2
2019Q2,195.6,0.36,1.14,0.51
2019Q1,201.9,0.27,0.68,0.31
2018Q4,198.4,0.51,1.68,0.75
2018Q3,191.1,0.66,2.23,1.0
2018Q2,181.1,-0.14,-0.5,-0.23
2018Q1,191.3,0.12,0.52,0.24
2017Q4,188.0,0.55,2.08,0.93
2017Q3,180.8,-0.22,-0.69,-0.32
2017Q2,184.0,-0.12,-0.22,-0.11
2017Q1,191.0,0.07,0.32,0.15
2016Q4,190.0,0.62,2.03,0.96
2016Q3,183.1,-0.2,-0.52,-0.25
2016Q2,186.1,-0.13,-0.44,-0.21
2016Q1,190.7,-0.15,-0.48,-0.23
2015Q4,192.9,0.59,1.83,0.83
2015Q3,184.3,0.1,0.28,0.13
2015Q2,182.7,-0.14,-0.7,-0.33
2015Q1,189.3,-0.37,-1.31,-0.62
2014Q4,194.8,-0.17,-0.89,-0.43
2014Q3,197.4,0.28,0.96,0.47
2014Q2,193.2,0.16,0.55,0.28
