季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,10.48,1.01,5.18,4.77
2020Q4,9.14,0.49,2.6,2.41
2020Q3,8.49,0.37,2.06,1.87
2020Q2,8.0,-0.15,-0.8,-0.73
2020Q1,9.79,0.03,0.15,0.14
2019Q4,9.75,0.29,1.54,1.43
2019Q3,9.42,0.38,2.09,1.87
2019Q2,8.91,0.28,1.49,1.33
2019Q1,10.4,0.38,1.98,1.81
2018Q4,9.9,0.23,1.21,1.1
2018Q3,9.57,0.57,3.14,2.79
2018Q2,8.81,0.3,1.61,1.44
2018Q1,10.28,0.38,2.0,1.84
2017Q4,9.76,0.36,1.93,1.78
2017Q3,9.32,0.41,2.27,2.03
2017Q2,8.77,0.4,2.19,1.95
2017Q1,9.84,0.46,2.5,2.29
2016Q4,9.22,0.44,2.43,2.23
2016Q3,8.64,0.48,2.71,2.37
2016Q2,8.01,0.3,1.67,1.46
2016Q1,10.0,0.29,1.55,1.41
2015Q4,9.61,0.27,1.48,1.33
2015Q3,9.29,0.69,3.79,3.36
2015Q2,8.38,1.18,6.66,5.96
2015Q1,8.14,0.66,3.89,3.56
2014Q4,7.27,0.36,2.2,1.96
2014Q3,6.79,0.36,2.3,1.95
2014Q2,6.31,0.3,1.88,1.59
