季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,6.94,0.23,0.31,0.18
2020Q4,7.13,0.31,0.63,0.36
2020Q3,6.56,0.29,0.55,0.31
2020Q2,5.81,1.66,7.08,3.92
2020Q1,1.59,0.26,0.56,0.31
2019Q4,1.14,0.11,-0.44,-0.23
2019Q3,0.88,0.05,-0.86,-0.44
2019Q2,0.73,-0.03,-1.37,-0.73
2019Q1,3.23,0.08,-0.5,-0.29
2018Q4,3.1,0.1,-0.29,-0.17
2018Q3,3.86,0.17,-0.05,-0.03
2018Q2,3.79,0.03,-0.75,-0.45
2018Q1,3.74,1.91,7.94,4.47
2017Q4,-0.016,0.13,-0.51,-0.28
2017Q3,-0.12,0.05,-0.93,-0.55
2017Q2,-0.21,-0.14,-1.25,-0.77
2017Q1,1.54,0.0,-0.51,-0.33
2016Q4,1.88,-0.13,-0.96,-0.63
2016Q3,2.25,0.03,-0.24,-0.15
2016Q2,2.19,0.05,-0.29,-0.17
2016Q1,2.38,1.35,4.69,2.93
2015Q4,0.66,-0.09,-1.24,-0.82
2015Q3,0.81,0.09,0.02,0.01
2015Q2,0.68,0.06,-0.04,-0.03
2015Q1,1.21,0.18,0.31,0.23
2014Q4,0.98,0.12,-0.05,-0.04
2014Q3,0.89,0.23,0.45,0.33
2014Q2,0.98,0.24,0.69,0.49
