季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,47.25,0.5,2.45,1.61
2020Q4,44.57,0.28,1.53,0.93
2020Q3,43.6,3.78,19.34,11.39
2020Q2,29.61,0.46,2.79,1.51
2020Q1,33.61,0.32,1.9,1.09
2019Q4,32.41,0.04,0.36,0.21
2019Q3,32.58,0.35,2.05,1.17
2019Q2,31.31,1.34,7.62,4.1
2019Q1,32.04,0.28,1.68,0.96
2018Q4,31.03,0.03,0.25,0.18
2018Q3,31.25,0.68,4.79,2.69
2018Q2,28.14,0.49,3.37,1.95
2018Q1,26.82,0.24,1.69,1.01
2017Q4,25.21,-0.15,-0.92,-0.49
2017Q3,26.1,0.26,1.78,1.1
2017Q2,24.91,0.36,2.45,1.44
2017Q1,29.99,0.2,1.33,0.83
2016Q4,29.07,0.12,0.76,0.5
2016Q3,29.61,0.27,1.77,1.14
2016Q2,28.42,0.74,4.82,2.93
2016Q1,30.19,0.51,3.42,2.22
2015Q4,27.66,0.06,0.44,0.3
2015Q3,27.93,0.26,1.7,1.14
2015Q2,26.62,0.38,2.53,1.66
