季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-0.024,-0.22,-2.03,-1.05
2020Q4,0.09,-0.55,-4.9,-2.97
2020Q3,0.37,-0.42,-3.66,-2.35
2020Q2,0.58,-0.22,-1.79,-1.16
2020Q1,0.82,-0.18,-1.47,-0.98
2019Q4,0.91,-0.67,-5.19,-3.55
2019Q3,1.25,-0.32,-2.4,-1.66
2019Q2,1.42,5.97,55.72,36.35
2019Q1,-1.61,-0.16,-2.05,-1.2
2018Q4,-1.53,-0.26,-3.21,-1.85
2018Q3,-1.4,-0.58,-6.82,-3.75
2018Q2,-1.1,-0.11,-1.25,-0.67
2018Q1,-1.05,-0.4,-4.43,-2.51
2017Q4,-0.8,-0.4,-4.19,-2.49
2017Q3,-0.6,-0.4,-4.06,-2.3
2017Q2,-0.4,-0.28,-2.77,-1.32
2017Q1,-2.69,-0.69,-6.42,-2.61
2016Q4,-2.35,0.03,0.28,0.11
2016Q3,-2.36,-1.19,-10.2,-4.26
2016Q2,-1.76,-0.27,-2.2,-0.99
2016Q1,-1.62,-0.5,-3.94,-1.79
2015Q4,-1.36,-0.98,-7.27,-3.1
2015Q3,-0.85,0.24,1.72,0.72
2015Q2,-0.98,-0.72,-5.07,-2.08
2015Q1,-0.6,-0.79,-5.3,-2.09
2014Q4,-0.2,-0.7,-4.32,-1.8
2014Q3,0.17,0.1,0.62,0.26
2014Q2,0.12,-0.51,-3.13,-1.33
