季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,34.59,1.2,3.9,2.69
2020Q4,33.5,0.51,1.71,1.22
2020Q3,32.7,0.48,1.58,1.14
2020Q2,31.96,0.46,1.55,1.13
2020Q1,32.03,0.87,2.97,2.14
2019Q4,30.67,0.51,1.77,1.26
2019Q3,29.88,0.86,3.0,2.12
2019Q2,28.54,0.72,2.47,1.77
2019Q1,28.98,0.62,2.15,1.56
2018Q4,28.01,0.85,2.95,2.12
2018Q3,26.69,0.8,2.82,2.0
2018Q2,25.51,0.98,3.41,2.46
2018Q1,25.23,0.45,1.56,1.16
2017Q4,24.51,0.73,2.61,1.93
2017Q3,23.46,0.93,3.4,2.48
2017Q2,22.01,0.92,3.39,2.5
2017Q1,22.21,0.61,2.24,1.66
2016Q4,21.25,0.87,3.25,2.41
2016Q3,19.76,0.52,1.98,1.5
2016Q2,18.96,0.6,2.29,1.79
2016Q1,19.58,0.51,1.96,1.53
2015Q4,18.78,0.47,1.8,1.38
2015Q3,18.38,0.88,3.46,2.6
2015Q2,17.01,0.54,2.13,1.63
2015Q1,17.76,0.56,2.2,1.74
2014Q4,16.91,0.62,2.48,1.93
2014Q3,16.09,0.61,2.58,1.94
2014Q2,15.15,0.62,2.63,1.95
