季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,35.59,0.23,1.02,0.43
2020Q4,34.58,-0.12,-0.52,-0.22
2020Q3,34.59,0.48,2.2,0.91
2020Q2,32.01,0.74,3.41,1.38
2020Q1,32.74,-0.57,-2.65,-1.11
2019Q4,33.93,0.46,2.06,0.86
2019Q3,32.26,0.46,2.16,0.87
2019Q2,30.87,-0.23,-1.1,-0.43
2019Q1,33.05,1.25,6.03,2.34
2018Q4,29.3,-0.24,-1.2,-0.46
2018Q3,29.96,0.58,2.93,1.1
2018Q2,28.21,0.82,4.23,1.57
2018Q1,27.56,0.47,2.47,0.94
2017Q4,26.61,0.16,0.87,0.33
2017Q3,26.18,0.85,4.67,1.69
2017Q2,23.62,0.01,0.04,0.01
2017Q1,25.55,0.51,2.79,1.01
2016Q4,24.03,0.44,2.51,0.9
2016Q3,22.86,0.65,3.79,1.33
2016Q2,20.91,0.11,0.67,0.23
2016Q1,20.57,0.39,2.35,0.82
2015Q4,19.4,0.3,1.83,0.64
2015Q3,18.79,-0.53,-3.23,-1.16
2015Q2,20.39,0.46,2.77,1.01
2015Q1,20.14,0.42,2.53,0.93
2014Q4,18.88,0.31,1.91,0.69
2014Q3,18.0,0.54,3.43,1.21
2014Q2,16.36,0.15,0.94,0.34
