季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,1.06,0.02,0.11,0.09
2020Q4,1.05,0.06,0.31,0.26
2020Q3,1.0,0.16,0.91,0.78
2020Q2,0.93,0.14,0.78,0.66
2020Q1,1.14,0.06,0.31,0.27
2019Q4,1.12,0.11,0.61,0.52
2019Q3,1.05,0.3,1.62,1.39
2019Q2,0.91,0.03,0.16,0.14
2019Q1,1.01,0.06,0.36,0.3
2018Q4,0.97,0.09,0.49,0.42
2018Q3,0.92,0.15,0.87,0.75
2018Q2,0.85,0.04,0.23,0.2
2018Q1,0.95,0.03,0.18,0.15
2017Q4,0.9,0.06,0.36,0.3
2017Q3,0.87,0.13,0.73,0.62
2017Q2,0.81,0.04,0.22,0.18
2017Q1,1.16,0.05,0.26,0.22
2016Q4,1.14,0.15,0.83,0.7
2016Q3,1.05,0.12,0.7,0.58
2016Q2,0.99,0.33,1.83,1.52
2016Q1,1.19,0.23,1.29,1.07
2015Q4,1.08,0.21,1.19,0.97
2015Q3,0.99,0.24,1.4,1.12
2015Q2,0.87,0.22,1.22,0.98
2015Q1,1.24,0.18,0.98,0.79
2014Q4,1.16,0.29,1.66,1.33
2014Q3,0.99,0.25,1.43,1.15
2014Q2,0.88,0.36,2.03,1.65
