季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,1.84,-0.59,-2.63,-0.2
2020Q4,2.52,0.73,3.05,0.24
2020Q3,2.17,0.75,3.14,0.24
2020Q2,1.81,-0.47,-1.97,-0.15
2020Q1,2.04,0.15,0.43,0.04
2019Q4,1.97,1.04,3.73,0.29
2019Q3,1.49,1.31,5.01,0.35
2019Q2,0.86,0.93,3.2,0.24
2019Q1,3.65,1.64,4.9,0.66
2018Q4,6.07,1.83,5.17,1.6
2018Q3,5.22,1.02,3.02,0.96
2018Q2,4.73,1.58,4.46,1.58
2018Q1,7.57,2.89,7.86,2.89
2017Q4,6.18,1.86,5.38,1.88
2017Q3,5.38,2.51,7.76,2.67
2017Q2,4.19,1.8,5.29,1.92
2017Q1,6.97,2.75,7.67,2.85
2016Q4,5.67,1.59,4.69,1.65
2016Q3,4.98,2.51,7.88,2.72
2016Q2,3.79,2.0,6.0,2.12
2016Q1,6.49,2.92,8.04,2.92
2015Q4,5.17,3.02,9.0,3.15
2015Q3,3.78,2.08,7.01,2.42
2015Q2,2.8,1.45,4.65,1.64
2015Q1,5.23,2.4,7.01,2.47
2014Q4,4.15,2.86,8.95,3.1
2014Q3,3.08,1.88,6.29,2.19
2014Q2,2.23,1.35,4.31,1.57
