季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.59,-0.28,-1.63,-1.48
2020Q4,0.66,0.01,-4.24,-3.8
2020Q3,0.66,-0.15,-0.84,-0.76
2020Q2,0.69,-0.42,-2.37,-2.15
2020Q1,0.8,-0.18,-1.03,-0.92
2019Q4,0.84,0.05,-1.42,-1.26
2019Q3,0.83,-0.24,-1.37,-1.22
2019Q2,0.89,-0.05,-0.29,-0.26
2019Q1,1.03,0.0,-0.01,-0.01
2018Q4,1.03,0.17,0.92,0.78
2018Q3,0.98,0.11,0.62,0.53
2018Q2,0.95,0.29,1.54,1.26
2018Q1,1.0,-0.05,-0.25,-0.2
2017Q4,1.01,0.19,1.02,0.85
2017Q3,0.96,0.14,0.75,0.61
2017Q2,0.93,0.22,1.16,0.95
2017Q1,1.44,-0.04,-0.17,-0.15
2016Q4,1.45,0.48,2.28,1.91
2016Q3,1.34,0.55,2.81,2.2
2016Q2,1.2,0.58,2.83,2.24
2016Q1,1.76,1.02,4.75,3.67
2015Q4,1.53,1.32,6.98,4.96
2015Q3,1.23,1.13,6.36,4.52
2015Q2,0.98,0.19,1.02,0.74
2015Q1,1.49,0.9,4.8,3.35
2014Q4,1.29,1.85,10.83,7.1
2014Q3,0.9,1.53,10.59,6.8
2014Q2,0.58,1.83,13.0,8.49
