季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,7.61,0.46,2.44,2.1
2020Q4,7.24,0.37,1.98,1.69
2020Q3,6.94,0.49,2.73,2.33
2020Q2,6.55,0.14,0.81,0.69
2020Q1,6.91,0.22,1.21,1.03
2019Q4,6.73,0.14,0.76,0.65
2019Q3,6.6,0.29,1.64,1.37
2019Q2,6.37,0.35,1.92,1.58
2019Q1,6.89,0.25,1.39,1.14
2018Q4,6.69,0.31,1.74,1.39
2018Q3,6.36,0.38,2.15,1.61
2018Q2,6.06,0.31,1.71,1.32
2018Q1,6.69,0.3,1.63,1.36
2017Q4,6.45,0.25,1.41,1.19
2017Q3,6.36,0.55,3.12,2.59
2017Q2,5.93,0.47,2.67,2.2
2017Q1,6.58,0.36,2.04,1.65
2016Q4,6.3,0.55,3.1,2.48
2016Q3,5.95,0.51,2.92,2.33
2016Q2,5.55,0.63,3.67,2.93
2016Q1,5.77,0.43,2.5,1.99
2015Q4,5.42,0.56,3.31,2.54
2015Q3,5.07,0.43,2.65,1.99
2015Q2,4.72,0.2,1.22,0.93
2015Q1,5.35,0.15,0.92,0.7
2014Q4,5.23,0.17,1.03,0.79
2014Q3,5.1,0.36,2.22,1.71
2014Q2,4.81,0.16,0.96,0.72
