季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,1.77,1.83,8.66,4.55
2020Q4,2.18,1.51,7.59,3.99
2020Q3,1.75,1.08,5.92,3.09
2020Q2,1.44,1.27,7.26,3.8
2020Q1,1.2,0.96,5.68,3.15
2019Q4,1.01,0.42,2.44,1.51
2019Q3,0.9,0.13,0.72,0.46
2019Q2,0.86,0.14,0.77,0.49
2019Q1,1.23,0.37,2.0,1.2
2018Q4,1.13,0.52,3.12,1.63
2018Q3,1.0,0.75,4.65,2.4
2018Q2,0.81,0.6,3.79,2.02
2018Q1,0.88,0.33,2.1,1.14
2017Q4,0.8,0.41,2.51,1.31
2017Q3,0.71,0.49,3.54,1.72
2017Q2,0.61,0.7,4.94,2.42
2016Q4,0.63,1.34,9.62,4.74
2016Q2,0.43,0.49,,
2015Q4,0.45,,,
2015Q2,0.37,,,
2014Q4,0.49,16.82,57.64,37.18
2014Q2,0.28,15.99,61.48,33.85
