季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,23.19,1.02,4.5,2.11
2020Q4,21.32,1.36,6.35,2.85
2020Q3,18.82,1.07,5.31,2.27
2020Q2,16.85,0.77,3.84,1.75
2020Q1,19.11,0.54,2.64,1.3
2019Q4,18.13,1.24,6.09,2.9
2019Q3,15.96,0.6,3.09,1.41
2019Q2,14.92,0.56,2.71,1.28
2019Q1,17.81,0.63,3.16,1.55
2018Q4,16.71,1.04,5.17,2.45
2018Q3,15.04,1.0,5.19,2.35
2018Q2,13.38,0.42,2.12,0.99
2018Q1,15.59,0.84,4.21,2.05
2017Q4,14.2,0.82,4.3,2.03
2017Q3,13.2,0.83,4.5,2.03
2017Q2,11.87,0.46,2.37,1.08
2017Q1,14.53,0.47,2.33,1.1
2016Q4,13.81,1.01,5.17,2.45
2016Q3,12.66,0.76,4.12,1.87
2016Q2,11.51,0.49,2.62,1.16
2016Q1,13.19,0.84,4.38,1.95
2015Q4,11.95,0.74,3.97,1.7
2015Q3,11.02,0.77,4.48,1.86
2015Q2,9.85,0.21,1.18,0.49
2015Q1,10.87,0.66,3.69,1.57
2014Q4,9.89,0.85,4.96,2.06
2014Q3,8.75,0.36,2.17,0.87
2014Q2,8.22,0.12,0.64,0.27
