季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,5.44,0.2,1.37,0.56
2020Q4,10.91,0.99,6.41,2.87
2020Q3,9.11,2.16,15.49,6.6
2020Q2,4.89,0.97,7.82,3.16
2020Q1,3.0,0.38,3.21,1.3
2019Q4,2.25,0.16,1.33,0.56
2019Q3,1.91,-0.11,-1.01,-0.44
2019Q2,2.12,-0.07,-0.62,-0.28
2019Q1,2.27,0.08,0.69,0.31
2018Q4,2.1,-0.05,-0.55,-0.26
2018Q3,2.31,-0.05,-0.47,-0.22
2018Q2,2.41,-0.07,-0.67,-0.32
2018Q1,3.24,0.09,0.67,0.32
2017Q4,2.97,0.02,-0.04,-0.02
2017Q3,2.99,0.4,2.75,1.26
2017Q2,2.22,0.14,1.0,0.45
2017Q1,1.95,0.03,0.07,0.03
2016Q4,1.89,-2.39,-19.68,-9.56
2016Q3,6.57,0.04,0.07,0.04
2016Q2,6.5,0.12,0.61,0.31
2016Q1,6.84,-0.03,-0.45,-0.22
2015Q4,6.91,0.08,0.14,0.07
2015Q3,6.81,0.03,-0.36,-0.17
2015Q2,6.75,0.07,0.08,0.04
2015Q1,7.31,0.03,-0.24,-0.12
2014Q4,7.25,0.13,0.18,0.09
2014Q3,6.99,0.07,-0.09,-0.05
2014Q2,6.84,0.02,-0.29,-0.14
