季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,109.5,0.6,3.45,0.8
2020Q4,96.39,0.64,3.81,0.89
2020Q3,84.14,0.71,4.38,1.01
2020Q2,68.79,0.69,4.44,1.05
2020Q1,70.76,-0.39,-2.18,-0.56
2019Q4,79.27,0.35,2.38,0.66
2019Q3,70.44,0.34,2.37,0.67
2019Q2,62.38,0.15,1.17,0.33
2019Q1,67.97,0.26,1.88,0.55
2018Q4,62.1,-0.09,-0.48,-0.14
2018Q3,64.85,0.1,0.86,0.23
2018Q2,62.52,0.27,1.89,0.48
2018Q1,76.09,0.37,2.84,0.69
2017Q4,67.9,0.43,3.03,0.72
2017Q3,59.23,0.39,3.15,0.75
2017Q2,50.27,0.25,2.03,0.5
2017Q1,52.77,0.24,1.77,0.48
2016Q4,47.64,0.08,0.7,0.2
2016Q3,46.12,0.2,1.64,0.5
2016Q2,41.48,0.18,1.44,0.46
2016Q1,48.59,0.07,0.7,0.23
2015Q4,46.97,0.27,2.15,0.73
2015Q3,40.84,-0.01,0.18,0.06
2015Q2,41.03,0.15,1.24,0.42
2015Q1,51.66,0.24,1.82,0.66
2014Q4,45.99,0.2,1.62,0.61
2014Q3,41.42,0.19,1.63,0.61
2014Q2,36.8,0.26,1.98,0.75
