季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,20.99,0.34,1.77,0.76
2020Q4,21.32,0.22,1.28,0.55
2020Q3,19.74,0.02,0.34,0.14
2020Q2,19.75,0.21,1.14,0.47
2020Q1,18.81,0.04,0.24,0.1
2019Q4,20.92,0.01,-0.09,-0.04
2019Q3,20.9,0.13,0.62,0.27
2019Q2,20.32,0.31,1.5,0.65
2019Q1,21.01,0.19,0.85,0.38
2018Q4,20.2,0.18,0.82,0.36
2018Q3,19.51,0.2,1.1,0.48
2018Q2,18.62,0.12,0.7,0.33
2018Q1,19.4,0.05,0.14,0.07
2017Q4,19.15,0.01,-0.02,-0.01
2017Q3,19.1,0.1,0.46,0.21
2017Q2,18.66,0.15,0.69,0.32
2017Q1,20.66,0.07,0.25,0.13
2016Q4,20.34,0.31,1.51,0.79
2016Q3,19.22,0.18,0.9,0.46
2016Q2,18.39,0.17,0.89,0.48
2016Q1,22.09,0.04,0.06,0.03
2015Q4,21.92,0.07,-0.45,-0.24
2015Q3,21.41,0.61,2.59,1.3
2015Q2,18.71,0.4,1.83,0.89
2015Q1,20.52,0.5,2.23,1.08
2014Q4,18.32,0.47,2.3,1.08
2014Q3,16.21,0.35,1.74,0.8
2014Q2,14.68,0.34,1.59,0.74
