季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,46.1,0.16,0.95,0.38
2020Q4,45.26,-0.23,-0.93,-0.38
2020Q3,46.83,0.67,3.45,1.46
2020Q2,43.37,2.06,10.83,4.69
2020Q1,38.41,0.04,0.4,0.18
2019Q4,38.21,0.02,1.3,0.57
2019Q3,38.39,1.8,10.26,4.38
2019Q2,29.09,0.97,5.92,2.54
2019Q1,29.25,0.08,0.55,0.24
2018Q4,28.82,0.1,0.78,0.35
2018Q3,28.46,0.12,0.91,0.42
2018Q2,27.84,1.99,12.65,6.24
2018Q1,20.17,-0.26,-1.67,-0.88
2017Q4,21.53,0.03,0.32,0.17
2017Q3,21.41,0.31,2.23,1.17
2017Q2,19.8,0.16,1.11,0.61
2017Q1,23.67,0.1,0.77,0.43
2016Q4,23.14,0.24,1.59,0.87
2016Q3,22.14,0.21,1.38,0.75
2016Q2,21.08,0.28,1.71,0.96
2016Q1,25.34,0.28,1.66,0.94
2015Q4,23.89,0.3,1.82,1.0
2015Q3,23.29,0.56,3.35,1.8
2015Q2,20.38,0.2,1.12,0.6
2015Q1,27.74,0.23,1.23,0.67
2014Q4,26.55,0.5,2.89,1.49
2014Q3,24.08,0.6,3.6,1.75
2014Q2,20.94,0.62,3.65,1.86
