季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,68.65,1.03,3.87,2.49
2020Q4,87.61,0.9,3.49,2.33
2020Q3,77.47,0.73,2.98,1.93
2020Q2,69.23,0.86,3.52,2.37
2020Q1,82.16,0.69,2.79,1.97
2019Q4,74.28,0.54,2.13,1.49
2019Q3,68.26,1.01,4.1,2.83
2019Q2,56.78,0.78,3.16,2.24
2019Q1,71.64,0.39,1.59,1.19
2018Q4,67.21,0.77,3.18,2.41
2018Q3,59.48,0.74,3.1,2.28
2018Q2,50.9,0.77,3.3,2.5
2018Q1,60.82,0.04,0.18,0.14
2017Q4,56.21,-0.04,-0.22,-0.17
2017Q3,56.78,1.04,4.43,3.25
2017Q2,45.05,0.71,3.14,2.38
2017Q1,56.43,0.14,0.58,0.46
2016Q4,54.85,0.79,3.53,2.81
2016Q3,46.03,0.45,1.94,1.51
2016Q2,40.95,0.68,3.07,2.39
2016Q1,38.51,-0.22,-1.0,-0.79
2015Q4,41.23,0.67,3.09,2.37
2015Q3,33.81,0.7,3.17,2.29
2015Q2,25.93,0.09,0.46,0.32
2015Q1,24.88,-0.99,-4.55,-3.13
2014Q4,36.16,0.59,3.32,2.18
2014Q3,27.91,0.09,0.35,0.22
2014Q2,26.9,0.07,0.38,0.24
