季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,74.64,0.63,1.89,1.74
2020Q4,72.45,0.3,0.92,0.81
2020Q3,71.41,1.09,3.48,3.04
2020Q2,67.74,0.49,1.61,1.37
2020Q1,69.26,0.73,2.38,2.04
2019Q4,66.73,0.26,0.85,0.7
2019Q3,65.83,0.71,2.37,1.87
2019Q2,63.62,0.46,1.55,1.21
2019Q1,64.38,0.11,0.36,0.3
2018Q4,64.73,0.06,0.22,0.19
2018Q3,64.52,0.41,1.38,1.06
2018Q2,63.02,0.15,0.54,0.42
2018Q1,64.44,-0.04,-0.15,-0.07
2017Q4,65.13,,-0.01,0.03
2017Q3,65.14,0.37,1.39,1.07
2017Q2,63.62,0.09,0.34,0.28
2017Q1,65.76,,0.01,0.03
2016Q4,66.12,0.41,1.63,1.23
2016Q3,64.23,0.15,0.62,0.53
2016Q2,63.52,0.09,0.37,0.31
2016Q1,67.71,0.05,0.21,0.21
2015Q4,67.46,0.4,1.58,1.4
2015Q3,65.99,0.51,2.06,1.8
2015Q2,63.44,-0.02,-0.07,-0.03
