季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,3.46,0.12,0.53,0.26
2020Q4,3.42,1.16,5.41,2.64
2020Q3,2.98,0.73,3.57,1.73
2020Q2,2.7,0.15,0.71,0.34
2020Q1,3.28,0.23,1.09,0.54
2019Q4,3.19,0.24,1.12,0.57
2019Q3,3.12,0.73,3.45,1.85
2019Q2,2.85,1.52,7.27,3.81
2019Q1,2.76,0.32,1.55,0.76
2018Q4,2.64,0.72,3.58,1.6
2018Q3,2.39,0.37,1.91,0.82
2018Q2,2.26,0.72,3.67,1.55
2018Q1,2.45,-0.3,-1.51,-0.63
2017Q4,2.55,0.79,3.93,1.59
2017Q3,2.3,0.49,2.54,0.98
2017Q2,2.14,0.69,3.5,1.4
2017Q1,2.58,-0.47,-2.28,-0.92
2016Q4,2.74,0.1,0.48,0.19
2016Q3,2.71,0.54,2.62,0.98
2016Q2,2.53,1.26,6.2,2.41
2016Q1,2.54,0.57,2.9,1.22
2015Q4,2.46,0.12,0.61,0.28
2015Q3,2.44,0.22,1.14,0.55
2015Q2,2.37,0.68,3.45,1.78
2015Q1,2.55,0.31,1.49,0.79
2014Q4,2.46,0.97,5.18,2.78
2014Q3,2.18,0.57,3.15,1.77
2014Q2,2.01,0.55,3.05,1.79
