季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-0.79,-0.47,-6.84,-4.66
2020Q4,-0.68,0.08,1.07,0.74
2020Q3,-0.7,0.18,2.68,1.83
2020Q2,-0.75,0.22,3.17,2.17
2020Q1,-0.8,0.06,0.97,0.65
2019Q4,-0.81,-0.19,-2.73,-1.9
2019Q3,-0.77,-0.2,-2.89,-2.13
2019Q2,-0.72,0.16,2.34,1.63
2019Q1,-0.76,0.24,3.57,2.49
2018Q4,-0.82,-0.24,-3.58,-2.68
2018Q3,-0.76,-0.49,-7.0,-5.61
2018Q2,-0.64,-0.09,-1.18,-1.0
2018Q1,-0.62,-0.42,-5.59,-4.68
2017Q4,-0.47,-0.34,-4.32,-3.7
2017Q3,-0.38,-0.56,-6.68,-5.83
2017Q2,-0.25,-0.33,-3.72,-3.28
2017Q1,-0.17,-0.41,-4.41,-3.95
2016Q4,-0.076,0.03,7.52,6.61
2016Q3,-0.084,-0.64,-6.43,-5.54
2016Q2,0.068,-0.16,-1.53,-1.29
2016Q1,0.11,0.08,0.73,0.62
2015Q4,0.087,-0.17,7.0,6.01
2015Q3,0.13,0.12,1.14,0.92
2015Q2,0.1,-0.33,-2.91,-2.45
2015Q1,0.61,-0.52,-4.05,-3.73
2014Q4,0.73,0.07,0.54,0.42
2014Q3,0.71,0.75,5.95,3.89
2014Q2,0.53,0.17,1.29,0.87
