季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,5.16,-0.06,-0.45,0.01
2020Q4,4.45,-0.07,-0.55,-0.03
2020Q3,4.21,0.36,2.96,1.51
2020Q2,3.86,-0.12,-1.02,-0.3
2020Q1,3.82,-0.33,-2.81,-1.1
2019Q4,4.42,-0.29,-2.39,-0.9
2019Q3,4.94,-0.14,-1.22,-0.33
2019Q2,5.26,-0.08,-0.68,-0.09
2019Q1,5.39,-0.11,-0.92,-0.19
2018Q4,5.58,-0.04,-0.31,0.08
2018Q3,5.9,0.04,0.29,0.35
2018Q2,5.82,-0.31,-2.37,-0.97
2018Q1,6.41,-0.57,-4.36,-1.99
2017Q4,6.91,-0.37,-2.92,-1.35
2017Q3,7.71,-0.17,-1.28,-0.5
2017Q2,8.09,-0.24,-1.82,-0.77
2017Q1,8.64,-0.22,-1.59,-0.7
2016Q4,9.13,-0.18,-1.35,-0.64
2016Q3,9.63,-0.12,-0.86,-0.37
2016Q2,9.92,-0.16,-1.19,-0.57
2016Q1,10.32,-0.12,-0.97,-0.46
2015Q4,10.65,1.29,9.91,6.66
2015Q3,7.23,-0.28,-2.23,-1.19
2015Q2,8.0,-0.16,-1.24,-0.74
