季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,102.2,-1.25,-3.52,-2.32
2020Q4,114.2,-1.29,-3.52,-2.36
2020Q3,124.7,-1.7,-4.47,-3.03
2020Q2,113.0,-2.23,-5.65,-3.84
2020Q1,131.3,-2.05,-4.98,-3.35
2019Q4,148.1,-2.87,-6.52,-4.3
2019Q3,171.5,-2.86,-5.99,-3.96
2019Q2,195.0,-2.71,-5.29,-3.54
2019Q1,220.5,-2.98,-5.54,-3.71
2018Q4,244.9,-5.31,-9.19,-6.16
2018Q3,286.8,-3.18,-5.1,-3.4
2018Q2,312.9,-2.53,-3.88,-2.56
2018Q1,334.1,25.7,47.73,28.18
2017Q4,122.0,-11.93,-25.28,-13.09
2017Q3,220.4,-3.8,-6.91,-3.57
2017Q2,251.6,-2.37,-4.12,-2.11
2017Q1,271.1,-2.47,-4.07,-2.07
2016Q4,291.4,-3.75,-5.8,-2.88
2016Q3,322.8,-2.18,-3.17,-1.58
2016Q2,343.2,-3.71,-5.12,-2.61
2016Q1,373.7,-3.16,-4.14,-2.11
2015Q4,400.8,-4.09,-5.06,-2.55
2015Q3,435.0,-5.41,-6.39,-3.08
2015Q2,479.8,-9.7,-10.63,-5.03
2015Q1,563.3,0.43,0.45,0.22
2014Q4,595.3,0.57,0.59,0.28
2014Q3,664.0,0.78,0.82,0.37
2014Q2,657.6,2.74,2.92,1.31
