季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-1.39,0.04,0.46,0.2
2020Q4,-1.41,0.07,0.72,0.29
2020Q3,-1.47,0.29,3.08,1.25
2020Q2,-1.71,0.1,1.1,0.43
2020Q1,-1.8,-0.06,-0.66,-0.26
2019Q4,-1.74,-0.29,-2.83,-1.17
2019Q3,-1.51,-0.15,-1.37,-0.6
2019Q2,-1.38,-0.12,-1.0,-0.45
2019Q1,-1.27,-0.16,-1.44,-0.64
2018Q4,-1.14,-0.31,-2.82,-1.23
2018Q3,-0.89,-0.04,-0.23,-0.1
2018Q2,-0.86,-0.1,-0.84,-0.36
2018Q1,-0.75,-0.4,-3.35,-1.42
2017Q4,-0.78,-0.39,-3.18,-1.37
2017Q3,-0.45,-0.12,-0.96,-0.42
2017Q2,-0.35,-0.27,-2.13,-0.93
2017Q1,-0.13,-0.17,-1.36,-0.68
2016Q4,0.034,-0.01,-0.08,-0.04
2016Q3,0.028,0.01,0.07,0.04
2016Q2,0.019,0.1,0.77,0.41
2016Q1,-1.2,-0.08,-0.63,-0.29
2015Q4,-1.12,-0.87,-6.64,-2.86
2015Q3,-0.26,-0.24,-1.78,-0.77
2015Q2,-0.012,0.05,0.34,0.15
2015Q1,-2.32,-0.06,-0.43,-0.19
2014Q4,-2.26,0.08,0.51,0.23
2014Q3,-2.35,-0.09,-0.64,-0.26
2014Q2,-2.26,-0.29,-2.01,-0.73
